journal,title,abstract,keywords,year,volume,number,doi,issn,title_length,title_character_length,abstract_length,abstract_character_length,keywords_number,title_word_limit,abstract_word_limit,keywords_limit,structured_abstract,upper,lower,longer,shorter,to_screen
GLOBAL ECOLOGY AND CONSERVATION,Combination of organic farming and flower strips in agricultural landscapes - A feasible method to maximise functional diversity of plant traits related to pollination,"Agri-environment schemes (AES) are valuable instruments to support pollination in agricultural landscapes. Evaluating AES based on their effects on pollinators has high practical relevance for agricultural production and nature conservation. In our two-year assessment, we studied the effectiveness of two AES (organic farming vs flower strips) on plant traits associated with pollinator attraction (flower size, colour, and ultraviolet pattern) and reward accessibility (flowering duration, and nectar quantity). We selected ten landscapes along a landscape-scale field size gradient in Central Germany. Three types of winter wheat fields (organic, and conventional fields with and without flower strips) were chosen in each landscape. We sampled the vegetation in transects designated in characteristic field parts, i.e. grassy margins, field edges (or flower strips), and field interiors in the growing seasons of 2016 and 2017. We calculated community-weighted means and functional diversity of plant traits and tested the effects of field size, management, and within-field position with linear mixed-effects models. We showed that organic fields and flower strips provided more abundant and functionally more diverse flowers than conventional fields. Flower strips were superior with the highest insect-pollinated plant cover and the highest ratio of plants with flowers showing ultraviolet patterns. Although grassy margins next to flower strips harboured twice as many species as those without flower strips, this positive effect did not emerge in conventional field interiors. Landscape configuration expressed as mean field size did not affect pollination traits in our study. Our results highlighted that both organic farming and flower strips maintained abundant and functionally diverse insect-pollinated flora, and thus they can potentially support larger pollinator communities. However, only organic farming could maintain high functional diversity of pollination-related plant traits in field interiors. Hence flower strips and",Configurational heterogeneity; Floral trait; Flower resource; Functional trait; Landscape structure; Spill-over,2022,38,NA,10.1016/j.gecco.2022.e02229,NA,24,167,283,2044,6,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Effects of a decade of grazing exclusion on three Wyoming big sagebrush community types,"Livestock grazing is the most extensive land use in Wyoming big sagebrush (Artemisia tridentata ssp. wyomingensis {[}Beetle \& A. Young] S.L. Welsh) steppe and its effects on plant community characteristics have been greatly debated. However, most of the studies used to support grazing removal evaluated the impacts of excluding historic grazing, rather than the impacts of excluding moderate contemporary grazing (40-50\% utilization, altering season of use) which has vastly different effects on plant communities. Thus, to understand the effects of removing contemporary grazing, we compared contemporary grazed areas to long-term (+10 yrs.) grazing exclusion areas in three common Wyoming big sagebrush community types: intact, degraded, and exotic annual grass-dominated types. Plant community characteristics (cover, density, diversity, richness, dissimilarity) were measured in 2020 and 2021 in five grazed and grazing excluded areas within each community type. Most plant community characteristics were not influenced by grazing exclusion, suggesting that the removal of contemporary grazing has little effect on Wyoming big sagebrush plant communities. The effect of grazing exclusion on Sandberg bluegrass (Poa secunda J. Presl) abundance and litter cover varied among community types, suggesting that grazing exclusion effects slightly varied among community types. In contrast, most plant community characteristics varied among community types and between years, suggesting that grazing management plans need to account for the spatial and temporal variability among Wyoming big sagebrush communities. Furthermore, our results suggest that contemporary grazing exclusion has negligible effects compared to contemporary grazing on plant communities, and that exclu-sion of contemporary grazing (passive restoration) does not promote the recovery of degraded and annual grass invaded plant communities.",Exotic annual grass; Defoliation; Grazing management; Passive restoration; Plant community recovery; Sagebrush steppe,2022,40,NA,10.1016/j.gecco.2022.e02338,NA,14,87,262,1913,6,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Ecological niche modeling of interactions in a buzz-pollinated invasive weed,"Plant species that are alien and invasive represent an important threat to biodiversity and ecosystem function. These plants compete with native flora for resources and pollinator services. Although most invasive plant species do not depend on pollinators for reproduction and can reproduce uniparentally, some depend on pollinator-assisted reproduction and therefore rely on recruitment of pollinators in the new habitat. Here, we studied Solanum rostratum, a high-risk invasive weed widely distributed around the world that depends on buzz-pollination. It has a floral morphology that depends on medium and large-sized buzzing bees for pollination. The main aim of this study is to model the distribution of an invasive plant, Solanum rostratum, using ecological niches based on its buzz-pollinator distribution. Thus, we hypothesized that S. rostratum is more likely to establish successfully in geographic regions where the appropriate buzz pollinators are also found. We considered the realized and potential distribution of S. rostratum and its pollinators based on occurrence data and ecological niche models combining both abiotic (climatic conditions) and biotic (potential pollinator distribution) factors using the MaxEnt algorithm. Five climatic variables related to temperature and precipitation were impor-tant in determining the realized distribution of S. rostratum, while seasonal temperature was the most important variable in determining pollinator distribution. The distributions of the bum-blebees (Bombus fraternus, B. griseocollis, and B. impatiens) were closely related to the realized distribution of S. rostratum. However, the potential distribution of S. rostratum is wider than that of the pollinator included here, suggesting that other factors such as modifications in the reproductive system or recruitment of other buzzing and non-buzzing bees might be occurring in some invasive populations. We also found that S. rostratum has the potential to expand to un-occupied regions in South America, South Africa, Eastern Europe, and the Middle East. In conclusion, modeling of niches used by invasive species considering both climatic variables and biological interactions such as pollination would be very useful to study and predict the distri-bution of invasive plants which depend on pollinators to reproduce and establish in new habitats.",Alien invasive plants; Niche model; Pollinators; Potential distribution; Solanum rostratum,2022,39,NA,10.1016/j.gecco.2022.e02279,NA,10,76,338,2370,5,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,"Spatial-temporal patterns of human-wildlife conflicts under coupled impact of natural and anthropogenic factors in Mt. Gaoligong, western Yunnan, China","Human-wildlife conflicts (HWC) are major conservation concerns that threaten both wildlife and rural livelihoods, and can vary spatially and temporally in diverse environments. A better un-derstanding of HWC enhances mitigation strategies and promotes human-wildlife coexistence. We gathered HWC incidents from 2012 to 2021 in Longyang District, Yunnan Province, China, to assess their spatial-temporal patterns and determinants. We found that HWC were distributed unevenly, with more occurring near the protected area and away from densely populated areas. Poisson regression indicated that forests and croplands were the key factors influencing the spatial patterns of HWC for Asiatic black bear (Ursus thibetanus), but shrubs for rhesus monkey (Macaca mulatta). Furthermore, the HWC occurrences fluctuated across time, peaking in August -October. These conflicts intensified between 2012 and 2021, mainly involving wild boars (Sus scrofa) and rhesus monkeys, while HWC involving Asiatic black bears declined slightly. We suggest a multi-faceted strategy with compensation, prevention, and conservation awareness to mitigate HWC in this region.",Environment factors; Hotspots; Time series; Carnivores; Human-wildlife interactions,2022,40,NA,10.1016/j.gecco.2022.e02329,NA,19,151,158,1146,5,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Freshwater crabs of the Near East: Increased extinction risk from climate change and underrepresented within protected areas,"Climate change is known as an important threat to biodiversity, particularly for freshwater or-ganisms as they have limited dispersal ability. Freshwater crabs are ecologically important freshwater macro-invertebrates and play a key role in their ecosystem. In this study we used an ensemble approach using three machine learning methods (Generalised Boosted Models, Maximum Entropy modeling, Random Forest) and assessed the impacts of climate change on the distribution of eight freshwater crabs (Potamon elbursi, P. fluviatile, P. hippocratis, P. ibericum, P. pelops, P. persicum, P. potamios, P. strouhali) and estimated the protected area coverage for their suitable habitats under current and future climate predictions. We found that the suitable habitats of six species will decrease (P. elbursi, P. fluviatile, P. hippocratis, P. pelops, P. potamios and P. strouhali) while the other two species (P. ibericum and P. persicum) will gain new suitable habitats due to climate change. Loss of suitable habitat would be substantial for the P. hippocratis and P. elbursi as these species will lose 92 \%-100 \% and 75 \%-100 \% of their suitable habitats by 2070, respectively. Additionally, P. fluviatile and P. pelops will lose 70 \%-95 \% and 81 \%-86 \% of their current suitable habitat, respectively. Thus, they are particularly sensitive to climate change. We showed that a very small proportion (< 1 \%) of each species' current suitable habitat is covered by protected areas ranging from zero in P. elbursi, P. persicum and P. strouhali to 0.96 \% in P. fluviatile. Under both climate change models P. elbursi, P. hippocratis and P. potamios will not have protected habitat in the future. Suitable habitats identified to remain stable under climate change will play a critical role in conservation of these freshwater species and will act as climate change refugia.",Climate change; Freshwater species; Conservation; Protected areas,2022,38,NA,10.1016/j.gecco.2022.e02266,NA,17,124,292,1876,4,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Beyond topo-climatic predictors: Does habitats distribution and remote sensing information improve predictions of species distribution models?,"Species Distribution Models (SDM) represent a powerful tool to predict species' habitat suitability on a landscape and fill the gap between truncated observation data and all possible locations. SDMs have been widely used in theoretical studies of species niches as well as in conservation applications. Here, we evaluated the impacts of predictors' type on models' performances and spatial predictions using 72 plant species belonging to six ecological groups at a regional scale in the area of Geneva (Switzerland). Twelve models were created using various combinations of high-resolution (25 m) explanatory variables including topography, pedology, climate, habitats and remote sensing data. Models integrating a combination of habitats and topopedo-climatic predictors had significantly higher performances, while remote sensing predictors showed low performances. Our results suggest that the number and the level of details of habitat predictors (broad or very precise) do not fundamentally affect prediction maps. However, selecting too few, overly simplified or exceedingly complex habitat predictors tend to lower models' performances. The use of eight habitat categories complemented with eight topopedo-climatic predictors produced models with the highest performances. Ecological groups of species responded differently to models and while alpine and ruderal species have greater average performances due to a high affinity with topopedo-climatic predictors, wetlands' species were less performant on average. These results underline the necessity of developing or having access to habitats distribution data especially in a conservation context.",Plant distribution; Explanatory variables; Model performances; Land -use -land -cover; MaxEnt,2022,39,NA,10.1016/j.gecco.2022.e02286,NA,16,142,229,1658,5,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Spatial density pattern of Himalayan Ibex (Capra sibirica) in Pakistan,"Mountain ungulates perform a key role in maintaining the balance of ecosystems as they are the primary consumers of vegetation and prey for large predators. The mountain ranges of northern Pakistan are home to six species of mountain ungulates, and the Himalayan ibex (Capra sibirica), hereafter ibex, is the most abundant among them. This study was conducted in three adminis-trative regions of northern Pakistan, viz. Gilgit-Baltistan (GB), Azad Jammu and Kashmir (AJK), and Khyber Pakhtunkhwa (KP), to generate a range-wide density pattern map of ibex. A double -observer survey was conducted in 25 study sites during 2018-2021 across the ibex distribution range, covering an area of about 35,307 km2, by walking transects totaling 1647 km. Within the ibex range where the survey was not conducted due to financial and logistical constraints, we obtained species population information from local wildlife departments' most recent annual survey data. The aim was to generate a density map for the entire ibex range. Using the BBRe-capture package in program R, we estimated an ibex population of 7639 (95 \% CI) with a mean density of 0.21/km2 in the surveyed area. Combining with the secondary data from un-surveyed areas, the total population estimate for the country came to 10,242 ibex. The largest population densities were observed in four valleys (Shimshal, Gulkin-Hussaini, Khyber, and Khunjerab) of the Karakoram-Pamir range, followed by the Hindu Kush range (Chitral Wildlife Division {[}WD]). The central and eastern parts of the Karakoram range had moderate to low densities, while the Himalayan range (e.g., Astore Valley) supported a small population. The mean herd size was 15 individuals (range: 5-41), and the average detection probability of observers A and B was 0.69 and 0.48, respectively. The average male and young ratios per 100 females were estimated to be 75 and 81, respectively. The range-wide density map developed during the study provided an evidence for the impact of trophy hunting programs and an objective tool for range-wide con-servation planning of the species.",Himalayan ibex; Population; Hindu Kush; Himalaya; Karakoram; Pakistan,2022,39,NA,10.1016/j.gecco.2022.e02288,NA,10,70,327,2102,6,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Can pikas hold the umbrella? Understanding the current and future umbrella potential of keystone species Pika (Ochotona spp.),"The umbrella species concept is a frequently used concept in conservation since the conservation of an umbrella species may benefit other species. Keystone species are often suggested as potential umbrella species, but the validity of this approach remains uncertain. Moreover, climate change can have a multidirectional effect on the distribution of species, in which the distribution of umbrella species can be affected differently than that of beneficiary species. The validity of applying the umbrella species concept in conservation may thus be jeopardised by climate change. This study assessed the potential of two keystone species, the plateau pika (Ochotona curzoniae) and the Daurian pika (Ochotona dauurica), to be umbrella species for 13 potentially beneficiary species under current and future environmental conditions. Of these 13 species, five currently only co-occur with the plateau pika, five only with the Daurian pika, and three with both pika species. Current and future distributions of the pika species and potentially beneficiary species were predicted using bioclimatic and land-use variables. Range overlaps, Pearson correlations, niche similarity tests and relative suitability tests were performed to assess the umbrella potential of both pika species. Our results show that at present, both pika species may be considered to be umbrella species, benefitting several co-occurring species. However, species that currently co-occur with both pika species will not benefit from conservation of either of the pikas in the future years under climate change scenarios. The plateau pika loses its potential to act as umbrella species for two of the four species which currently may benefit. We can conclude that keystone species like pikas can act as umbrella species for carefully selected potentially beneficiary species under current conditions. Due to climate change related shifts in species distributions, they may however lose their umbrella species status in the future, which should be considered when selecting species conservation strategies.",Species distribution modelling; Climate change; Plateau pika; Daurian pika; Keystone species; Umbrella species,2022,38,NA,10.1016/j.gecco.2022.e02247,NA,18,125,304,2074,6,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Towards rural women's pro-environmental behaviors: Application of protection motivation theory,"Strengthening pro-environmental behaviors is one of the approaches to protect the environment. Women make up half of the rural human society and their role in environmental activities is significant. The purpose of this study was to predict the rural women's pro-environmental be-haviors (RWPEB) using protection motivation theory (PMT). The research method was descriptive-correlation which was done using structural equation modeling (SEM). Data gathering instrument was a standard questionnaire whose validity was assessed by convergent validity (CV) and its reliability was assessed by calculating Cronbach's alpha (alpha) and composite reliability (CR). The statistical population was rural women in Kermanshah township in Iran, 214 of whom were considered as a sample by stratified random sampling with proportional assignment. Data anal-ysis was performed with SPSS and SmartPLS software. Based on the research findings, it was found that RWPEB is moderate. SEM results showed that perceived severity (PS) and self-efficacy (SE) variables had a direct, positive and significant effect on RWPEB. In addition, the variable of environmental awareness (EnAw) had a positive and significant effect on RWPEB indirectly through PMT components. Therefore, by improving the EnAw, SE and PS status of environmental issues among rural women, it is possible to develop their pro-environmentalist behaviors. For this purpose, paying attention to the balance in environmental policy-making and decision-making between rural women and men in the direction of environmental behaviors and focusing on the participation of rural women is a serious requirement.",Pro-environmental behavior; Rural women; Protection motivation; Kermanshah,2022,39,NA,10.1016/j.gecco.2022.e02303,NA,10,94,236,1649,4,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Awareness of urban communities on biodiversity conservation in Tanzania's protected areas,"This study used semi-structured interviews in two cities, Dodoma and Arusha, in Tanzania, to assess the difference in people's conservation awareness between the two cities. Our results revealed that urban people were generally positive towards most statements related to biodiversity conservation in protected areas, and in a few cases, variations between people from different occupations and education levels were significant. For instance, 87\% (n = 376) of our respondents agreed with the statement ``The knowledge obtained through conservation education is very important in changing our attitude towards protected areas,{''} as well as 71\% (n = 376) of our respondents agreed with the statement that It is important to involve school children in conservation education.{''} We predicted that people in Arusha would be more positive toward all six conservation statements than people in Dodoma (the capital city) because Arusha is close to many protected areas and is a tourist hub. We also predicted that people in Arusha would have more knowledge and awareness of biodiversity conservation than those in Dodoma. However, this prediction was not supported as people from Dodoma were significantly more positive than people from Arusha. This indicates that people in Dodoma are more concerned about biodiversity conservation than people in Arusha. This variation might be influenced by the costs associated with conservation, as people in urban Dodoma live far from conservation challenges such as livestock depredation and/or crop raiding compared to people in urban Arusha.",Conservation awareness; Nature; Protected areas; Urban people,2022,38,NA,10.1016/j.gecco.2022.e02251,NA,11,89,237,1582,4,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Multiscale spatially explicit modelling of livestock depredation by reintroduced tiger (Panthera tigris) to predict conflict risk probability,"Understanding the causal factors associated with human/livestock-large carnivore conflict and distribution of conflict risk is key to designing effective preventative and mitigation strategies. Spatial modelling of human-carnivore conflict has recently gained traction, and predictive maps have become a great tool to understand the distribution of present and future conflict risk. However, very few such studies consider scale and use appropriate spatial modelling tools. We aimed to understand the ecological correlates of human-tiger (Panthera tigris) conflict, predict livestock predation risk by reintroduced tigers in Panna Tiger Reserve, Central India and un-derstand the prey-predator dynamics behind the conflict. We modelled livestock kill as a function of various tiger relevant ecological variables at multiple scales employing spatially explicit sta-tistical tools. As a first step, we used geostatistical modelling to create raster layers of covariates (prey, cover, human activities), following which we did univariate scaling. We then modelled livestock loss by tiger using a geoadditive model. Employing this model, we predicted and mapped conflict risk probabilities within our study site. It was found that prey and shrub cover both selected at a fine scale, were key ecological determinants of human-tiger conflict. Prey showed an inverse relationship while shrub showed non-linear relationship with livestock pre-dation. Which lead us to conclude that in habitats where optimum ambush cover is available but prey presence is low at fine-scale, carnivores are more likely to depredate domestic livestock since livestock have lost most of their anti-predator behaviours. Livestock kill by tiger is thus a culmination of predator choice and foraging tactics, and prey vulnerability and defence mecha-nism. The spatially explicit predation risk map produced in this study can guide adequate human -tiger conflict prevention measures.",Human-carnivore conflict; Ecological predictors; Prey-predator dynamics; GeoGAM; Domestic livestock; Panna,2022,40,NA,10.1016/j.gecco.2022.e02313,NA,17,141,276,1951,6,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,"Species composition, relative abundance and distribution of rodents in Wof-Washa Natural State Forest, Ethiopia","The species composition, relative abundance, and distribution of rodents were studied in Wof-Washa Natural State Forest (WWNSF), Ethiopia, from December 2016 to May 2017 during the dry and wet seasons. A total of 49 Sherman live traps were set per grid at 10 m intervals in permanent 4900 m2 (70 m x 70 m) live-trapping grids established in intact forest, disturbed forest, Erica woodland, plantation forest and farmland habitats. Twenty-five snap traps were placed in a 5 ?? 5 alignment per grid spaced at 10 m intervals. A total of 621 individuals of rodents were captured in 2560 trap nights by using both live traps and snap traps. Seven species of ro-dents in the family Muridae were recorded. Out of the total rodents sampled during the study period, Stenocephalemys albipes, Desmomys harringtoni and Lophuromys flavopunctatus are endemic to Ethiopia. The plantation forest had the highest mean trapping success, whereas the lowest trap success was in the Erica woodland. The distribution of rodent species was significantly different among studied habitats. Higher trap success was recorded during the dry season (26.2\%) than in the wet season (24.4\%). The highest value of the Shannon index was recorded in plantation forest (H??? = 1.82) followed by farmland habitat (H??? = 1.67) during the wet season, and the lowest value was observed in the intact forest (H??? = 0.67) and Erica woodland (H??? = 0.67) during the dry season. Of the total sampled individuals, adults comprised 260 (41.9\%), sub-adults 248 (39.9\%) and juveniles 113 (18.2\%). The present study provides the first valuable record of species composition, relative abundance and distribution of rodents in the WWNSF. We recommend further monitoring and inventorying of small mammals to document and conserve the different endemic and endangered rodent species for designing essential biodiversity management plans in the area.",Endemic; Live trap; Rodent; Species composition; Species distribution; Wof-Washa Natural State Forest,2022,39,NA,10.1016/j.gecco.2022.e02283,NA,14,111,299,1904,6,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,"Counterfactual assessment of protected area avoided deforestation in Cambodia: Trends in effectiveness, spillover effects and the influence of establishment date","Whilst protected area (PA) networks remain a cornerstone of global conservation efforts, persistent underfunding alongside the increasing severity of environmental degradation has furthered interest in quantifying the ecological benefits they generate. However, the counterfactual assessment of measures of effectiveness, such as avoided deforestation relative to unprotected areas, are confounded by the non-random siting of PAs within landscapes, which creates differential resource extraction pressures. Quasi-experimental techniques such as statistical matching can account for differential pressures by selecting suitable control areas for comparison by minimising variance across a suite of environmental and socio-economic covariates. This study presents a national scale assessment of PA effectiveness for Cambodia, involving 46 PAs, employing nearest-neighbour propensity score matching using 8 covariates, with repeated random sampling, to quantify avoided deforestation in 3 different outcome periods between 2010 and 2018. The results demonstrate that, despite historic criticism, Cambodia's PAs generated significant positive avoided deforestation in all periods, with forested land in PAs being as much as 12.5 \% less likely to be deforested than matched unprotected forest. However, effect size declined over subsequent time periods likely due to a combination of rising deforestation pressure from agri-business concessions, followed by a large-scale expansion of the PA estate and institutional rearrangements. The effectiveness of PAs in Cambodia varied with respect to PA age and a significant positive spillover effect of PAs (maximum of 5.9 \% reduction in deforestation probability) was observed in 2 km buffer zones of increasing distance to PA boundaries. Our findings are consistent with studies of other PA networks that report heterogeneous effects for these phenomena.",Protected area effectiveness; Avoided deforestation; Propensity score matching; Counterfactual; Quasi -experimental; Spillover effects; Cambodia,2022,38,NA,10.1016/j.gecco.2022.e02228,NA,20,161,259,1897,7,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Biogeography in the deep: Hierarchical population genomic structure of two beaked whale species,"The deep sea is the largest ecosystem on Earth, yet little is known about the processes driving patterns of genetic diversity in its inhabitants. Here, we investigated the macro-and microevo-lutionary processes shaping genomic population structure and diversity in two poorly understood, globally distributed, deep-sea predators: Cuvier's beaked whale (Ziphius cavirostris) and Blain-ville's beaked whale (Mesoplodon densirostris). We used double-digest restriction associated DNA (ddRAD) and whole mitochondrial genome (mitogenome) sequencing to characterise genetic patterns using phylogenetic trees, cluster analysis, isolation-by-distance, genetic diversity and differentiation statistics. Single nucleotide polymorphisms (SNPs; Blainville's n = 43 samples, SNPs=13988; Cuvier's n = 123, SNPs= 30479) and mitogenomes (Blainville's n = 27; Cuvier's n = 35) revealed substantial hierarchical structure at a global scale. Both species display significant genetic structure between the Atlantic, Indo-Pacific and in Cuvier's, the Mediterranean Sea. Within major ocean basins, clear differentiation is found between genetic clusters on the east and west sides of the North Atlantic, and some distinct patterns of structure in the Indo-Pacific and Southern Hemisphere. We infer that macroevolutionary processes shaping patterns of genetic diversity include biogeographical barriers, highlighting the importance of such barriers even to highly mobile, deep-diving taxa. The barriers likely differ between the species due to their thermal tolerances and evolutionary histories. On a microevolutionary scale, it seems likely that the balance between resident populations displaying site fidelity, and transient individuals facilitating gene flow, shapes patterns of connectivity and genetic drift in beaked whales. Based on these results, we propose management units to facilitate improved conservation measures for these elusive species.",DdRAD sequencing; Mitogenome sequencing; Phylogenomics; Ziphius cavirostris; Mesoplodon densirostris; Ziphiidae,2022,40,NA,10.1016/j.gecco.2022.e02308,NA,13,95,256,1933,6,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,"Observed and forecasted changes in land use by polar bears in the Beaufort and Chukchi Seas, 1985-2040","Monitoring changes in the distribution of large carnivores is important for managing human safety and supporting conservation. Throughout much of their range, polar bears (Ursus maritimus) are increasingly using terrestrial habitats in response to Arctic sea ice decline. Their increased presence in coastal areas has implications for bear-human conflict, inter-species interactions, and polar bear health and survival. We examined observed trends in land use over three decades by polar bears in the southern Beaufort Sea (SB) and Chukchi Sea (CS) where bears have traditionally spent most of the year on the sea ice. Using data from 408 adult females fitted with satellite radio-collars, we examined trends in the annual proportion of bears coming onshore (hereafter referred to as ``percent of bears{''}) during the summer for >= 21 days, arrival and departure dates, duration spent onshore and relationships with sea ice metrics. We then estimated future land use through 2040 by extrapolating trends and by combining observed relationships between land use and sea ice with projections of future sea ice from an ensemble of earth system models. The observed percent of bears summering onshore and their duration onshore was correlated with the percent of open water that occurred within their population's range between July and October. As sea ice declined, the percent of bears summering onshore increased from similar to 5-30\% in the SB and similar to 10-50\% in the CS and duration onshore increased by > 30 days to 60-70 days in both populations. Using a range of greenhouse gas emission scenarios and adjustments for faster than forecasted sea ice loss we estimated that 50-62\% of SB and 79-88\% of CS bears will spend 90-108 and 110-126 days onshore during summer in the SB and CS, respectively, by 2040. Sea ice projections varied little between greenhouse gas emission scenarios prior to 2040 but diverged thereafter. Observed and forecasted increases in polar bear land occupancy puts more bears in proximity to human activities and settlements for longer durations while extending the lack of access to their primary prey. Because human conflict is one of the primary factors affecting the conservation of large carnivores worldwide, mitigation of bear-human interactions on land will be an increasingly important component of polar bear conservation.",Arctic; Global warming; Human-wildlife conflict; Sea ice; Ursus maritimus,2022,40,NA,10.1016/j.gecco.2022.e02319,NA,17,102,369,2369,5,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,"Endozoochorous seed dispersal by Korean water deer (Hydropotes inermis argyropus) in Taehwa Research Forest, South Korea","Endozoochorous seed dispersal by ungulates can facilitate the dispersal of seeds over long dis-tances. Endozoochorous seed dispersal can also result in the ecological filtering of plant species by dispersing plant seeds with distinctive traits. The Korean water deer (Hydropotes inermis argyr-opus) is a potential long-distance seed dispersal vector in lowland areas of South Korea. In this study, to test the endozoochorous seed dispersal role of Korean water deer in forested areas, we collected 202 fresh fecal pellet group samples in Taehwa Research Forest, Gwangju City, Gyeonggi Province, South Korea. Additionally, we conducted a vegetation survey to compare the traits of dispersed seeds from feces with the seed traits of flora in the study site. To test whether the composition of species traits dispersed by endozoochory is consistent with that of lowland areas, which consist of forested hills, arable land, and wetlands, we compared the results with a former study conducted in the lowlands. From the seedling emergence method applied to feces, we found a total of 22 species and 115 seedlings. Among 202 fecal pellet groups, 19.8\% had at least one germinable seed. Species of forbs, with small-sized seeds (<= 2 mm in length), from open habitat, and seeds without special morphology for dispersal are most frequently dispersed through Korean water deer endozoochory. These traits were consistent with the former endo-zoochory study conducted in a lowland area, irrespective of the different available flora. Therefore, we suggest that deer can potentially disperse seeds with the aforementioned traits to forest plant communities, acting as a consistent ecological filter through endozoochory.",Endozoochory; Forest habitat; Korean water deer; Plant -animal interactions; Taehwa Research Forest,2022,40,NA,10.1016/j.gecco.2022.e02325,NA,16,120,258,1708,5,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,Changes in vegetation types affect soil microbial communities in tropical islands of southern China,"Soil microbial communities are the key drivers of nutrient cycling in ecosystems. However, the functional response of soil microbial community composition to contrasting vegetation types in tropical coral islands is still unclear. Tropical coral islands provide a unique, extreme habitat characterized by higher soil pH and P, but lower N and soil water contents. To determine the responses of soil microbial communities to changes in vegetation types, soil microbial biomass and community composition were investigated by determination of phospholipid fatty acids (PLFAs) under three vegetation types (including tree, shrub, and herb-vine) on Dong Island and Yongxing Island of southern China. Redundancy analysis (RDA) has been used to determine the driving factors (soil properties) for shaping soil microbial community composition. The results showed that the total biomass of PLFAs, as well as the specific microbial taxa {[}such as bacteria, Gram-positive bacteria (G(+)), Gram-negative bacteria (G(-)), fungi, arbuscular mycorrhizal fungi (AMF), and actinomycetes] increased in the soils from herb-vine via shrub to tree. Furthermore, along the above vegetation types gradient, the ratios of Gram-positive to Gram-negative bacteria (G(+):G(-)), total saturated to total monounsaturated fatty acids (sat:mono), and fungi to bacteria (F: B) ratio decreased, indicating a shift in soil microbial community towards lower stress and copiotrophic dominance. Our findings indicate that soil microbial groups have a sensitive response to shifting plant communities in tropical coral islands, and soil water content, the ratios of soil organic matter and N content to P content, and soil pH might be the critical drivers of microbial community composition and structure in the study region.",Coral islands; Plant communities; Soil microbial groups; PLEA; Stress indicator,2022,37,NA,10.1016/j.gecco.2022.e02162,NA,14,99,258,1788,5,NA,400,6,No,425,375,no,yes,yes
GLOBAL ECOLOGY AND CONSERVATION,"Restoration of urban waterbird diversity: A case study of the construction of a waterbird ecological corridor in the Guangdong-Hong Kong-Macao Greater Bay Area, Southern China","Rapid urbanization has intensified habitat fragmentation and shrinkage of waterbirds, threat-ening the sustainable development of waterbird diversity. Urban waterbird restoration can be achieved by considering suburban waterbirds as the source of restoration of urban waterbird diversity and by overcoming the separation between urban and suburban populations. Optimal design of ecological corridors is the most effective approach to facilitate movement of waterbirds. However, three challenges to applying ecological corridors to urban waterbird diversity resto-ration remain: (1)identifying focal species for the ecological corridor network; (2)identifying nodes in the ecological corridor; (3) assigning priority for design of the different areas in the corridor. The aim of this study was to develop methods to resolve these challenges using the design of a waterbird ecological corridor in the Guangdong-Hong Kong-Macao Greater Bay Area in Southern China as a case study. Under the proposed methods, it is hoped that waterbird re-covery will occur in the city, characterized by a complex three-dimensional space, thereby pro-moting an increase in urban waterbird diversity.",Guangdong -Hong Kong -Macao Greater Bay; Area; Waterbirds; Restoration; Habitat suitability; Ecological corridor,2022,39,NA,10.1016/j.gecco.2022.e02277,NA,25,175,164,1178,6,NA,400,6,No,425,375,no,yes,yes
